Name;Desc;Img;Group
Очищающий гель «Вива Бьюти»; <p> Гель для глубокой очистки всех типов кожи лица, шеи и декольте. В составе геля - экстракты бамбука, айвы и пантенол. </p> <p> Мягко и эффективно устраняет загрязнения, снимает макияж. </p> <p> Арт. I 210, емк. 150 мл </p>  <p> Ежедневно утром и/или вечером, нанести на влажную кожу лица, шеи и декольте, предварительно вспенив во влажных ладонях. </p> <p> Слегка вмассировать, затем тщательно смыть теплой водой. После этого можно наносить крем. </p>  <br><b> Глицерин </b> Применяется в качестве смягчающего и увлажняющего агента.  <br><b> Пантенол </b> Витамин-протектор кожи и волос.  <br><b> Экстракт бамбука </b> Способствует оптимальному увлажнению кожи и восстановлению ее основных биологических функций.  <br><b> Экстракт айвы </b> Обладает увлажняющим и успокаивающим действием на кожу.  <hr/> ;9f2921cf0449392faa3fafbed0833fb4.png;Линия молодости «Вива Бьюти»
ВИВА КЛИН Средство для удаления известкового налета и накипи; Жидкий очиститель для быстрого и эффективного удале-<br> ния накипи и известкового налета. Воздействие на мате-<br> риалы более мягкое и быстрое, чем у уксуса.<br> Подходит для очистки электрооборудования (кофеварки,<br> утюги, увлажнители воздуха и др.), посудомоечных ма-<br> шин, посуды и ваз, душевых леек, а также любых хромиро-<br> ванных поверхностей и принадлежностей.<br> Содержит менее 5% тензидов (ПАВ).<br>  Электробытовые приборы: Эспрессо и кофемашины, увлажнители воздуха/диффузоры, утюги и т.п. В зависимости от количества накипи применять средство неразбавленным или разбавить с водой в соотношении 1:1. Затем тщательно смыть водой. Для снятия накипи, как правило, следует &nbsp,также придерживаться инструкции изготовителя к прибору.<br> <br> Посудомоечные машины: Залить в машину 1/2 литра средства и запустить основную программу мойки.<br> <br> Сковороды, вазы, насадки для душа: В зависимости от количества накипи применять средство неразбавленным или разбавить с водой в соотношении 1:1. Максимальное время воздействия – 2 часа&nbsp,<br> <br> С осторожностью применять для неустойчивых к кислотам эмалированных поверхностей. Средство наносить точно на места накипи и сразу смывать водой. Накипь на электроприборах ( кофе-машины, утюги, посудомойки и т.п.) удалять в соответствии с инструкцией &nbsp,производителя. За ущерб, нанесенный ненадлежащим обращением, изготовитель ответственности не несет.<br>  <br><b> Анионные и неионогенные ПАВ (поверхностно-активные вещества) </b> Используются в косметических, стиральных средствах. Именно они очищают посуду от жира и поверхности от загрязнений.  <hr/> ;90cb1d56c5f87533d9b968aabb207d9f.png;Линия «Чистота в вашем доме»
ВИВА КЛИН Пятновыводитель (спрей); ВИВА КЛИН пятновыводитель с механическим распылите-<br> лем– мощное средство c беспрецедентной эффективностью<br> как от масляных пятен ( красок, жира, помады ), так и водо-<br> растворимых (кола, вино, кофе ), а также грязи и разводов.<br> ВИВА КЛИН – ваш надежный помощник для удаления даже<br> застарелых пятен. Не требует разбавления.<br> Для текстильных покрытий, мягкой мебели и любых мою-<br> щихся поверхностей. Содержит менее 5% тензидов (ПАВ).<br>  Для текстильных покрытий, мягкой обивки, для всех моющихся поверхностей. Брызнуть на ковер или обивку и вытереть досуха тряпкой без ворсинок. При сильном загрязнении или стойком пятне повторить процедуру. Ковры и обивку перед первым применением в незаметных местах проверить на стойкость цвета. Спрей не имеет запаха и цвета.<br> <br> <br> За ущерб, нанесенный ненадлежащим обращением, изготовитель ответственности не несет.&nbsp,<br>  <br><b> Фосфат </b> Используется для изготовления моющих средств.<br>  <hr/> ;a7c90c3df4bdd6f3fd7ebb6a8438c0fc.png;Линия «Чистота в вашем доме»
ВИВА КЛИН Универсальный очиститель; Мощное, концентрированное, с пониженным пенообразованием<br> и не содержащее растворителей очищающее средство. Для любо-<br> го вида уборки дома, в ресторане или на производстве. Для чист-<br> ки полов, стен, механизмов, деталей и оборудования. Прекрасно<br> растворяют животные и растительные жиры.<br> Универсальное использование: как жидкое моющее средство, для<br> мытья полов, чистки духовок, варочных панелей, вытяжек, кафе-<br> ля, ванных комнат, туалетов, мебели и т.д.<br> Отличное средство для бережной стирки синтетических и шер-<br> стяных вещей.Всего 750 мл этого средства соответствуют 7,5 л обычных мою-<br> щих средств.<br> Содержит менее 5% тензидов (ПАВ).<br>  750 мл очистителя Вива Клин соответствуют 10-кратному объему обычного очистителя.Белая, цветная и ручная стирка ок. 3 кг. Непосредственно на белье при 35-95°С ок. 5 кг&nbsp,<br> 25-30 мл<br> Удаление пятен ( смола, масло, кровь, молоко и пр) 30-40 мл<br> С одежды, ковров, обивки – 2 часа воздействия 5-10 мл<br> WC – против образования известкового налета 3-4 мл<br> Стеклоочиститель/Флакон распылителя 5 мл<br> Универсальный очиститель/ Флакон распылителя 20-30 мл<br> Автомобили, лодки , самолеты, мотоциклы, велосипеды и пр 10-20 мл<br> Деревянные полы открытые/с покрытием 10 мл/5 мл<br> Облицовочная плитка 5 мл<br> Твердое покрытие пола 5 мл<br> Очистка вручную 1-2 мл<br> Духовки 1-2 часа воздействия 20-30 мл<br> Стеклоомыватель ветрового стекла без антифриза 10 мл<br>  <br><b> Анионные и неионогенные ПАВ (поверхностно-активные вещества) </b> Используются в косметических, стиральных средствах. Именно они очищают посуду от жира и поверхности от загрязнений.  <hr/> ;d321e1e9a2497b747b61785558420ea7.png;Линия «Чистота в вашем доме»
Губная помада увлажняющая SPF 15; <p> Сочетание чувственной элегантности и изысканных нюансов для ваших губ. Насыщенный цвет и чувство максимального комфорта не покинут вас на протяжении всего дня. </p> <p> Равномерно окрашивает поверхность губ, придавая сочный цвет. </p> <p> Обогащенная ирвинолом и витаминами формула обеспечивает длительное увлажнение, уход и питание, а солнцезащитные фильтры предохраняют от агрессивного воздействия ультрафиолетового излучения. </p> <p> Оттенки: свежий розовый, дикий розовый, коралл, шоколад. </p> <p> Арт. В 401-403, В 405, емк. 4 мл </p>   <br><b> Токоферола ацетат </b> Применяют как антиоксидант, при бесплодии и угрозе выкидышей, при сердечно-сосудистых заболеваниях и в качестве средства для профилактики старения.<br> <br> Замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение.<br>  <br><b> Масло семян африканского манго (ирвинол) </b> Это косметическое масло обеспечивает длительное глубокое увлажнение, смягчает губы и защищает их от действия УФ-излучения.  <hr/> ;6d7eb059a002cfa65e2b285c6fde1b93.png;Линия декоративной косметики «Лохербер»
Блеск для губ Pink Rose (роза, красный фрукт); <p> Соблазнительные губы и сияющая улыбка. Магия сверкающего блеска с эффектом «влажности» и искрящимся отражением ярких мини-частиц для усиления цвета ваших губ. </p> <p> Блеск прекрасно смотрится как на помаде, так и на не накрашенных губах. </p> <p> Смягчает и предохраняет кожу губ от пересушивания, одновременно придавая чувственный и сияющий вид. </p> <p> Удобный аппликатор и нежная консистенция делают нанесение легким, а естественные цвета придадут объем, сохранив натуральность. </p> <p> Оттенки: роза, красный фрукт. </p> <p> Арт. В 412, В 413, емк. 5,5 мл </p>   <br><b> Масло касторовое </b> Обладает сильным питающим и смягчительным действием.&nbsp,Помогает справиться с такими проблемами кожи, как сухость, недостаток увлажнения, шелушение, огрубение, неровность и потеря эластичности кожных покровов.  <br><b> Токоферил ацетат </b> Антиоксидант.<br> <br> Замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение.  <hr/> ;635ceba5c36afa1971d9e677e44bdde9.png;Линия декоративной косметики «Лохербер»
Карандаш для губ (фуксия, красно-коричневый); <p> Стойкий и мягкий контурный карандаш позволит подчеркнуть объем и скорректировать изгиб ваших губ. </p> <p> Комфортная и мягкая текстура карандаша делает нанесение легким и эффектно подчеркивает контур соблазнительных губ, не давая растекаться губной помаде, а наличие в составе витаминов Е и С и натуральных компонентов обеспечивает увлажнение и уход за нежной кожей губ. </p> <p> Хорошо держится, придавая губам атласную матовость и идеальную законченность макияжа. </p> <p> Оттенки: фуксия и красно-коричневый. </p> <p> Арт. В 415, В 416, емк. 1,18 г </p>   <br><b> Аскорбил пальмитат </b> Применяется как консервант, антиоксидант, а также как питательный и отбеливающий кожу компонент.<br> <br> Регулятор кислотности.<br> <br> Обладает хорошими смазывающими свойствами.  <br><b> Токоферола ацетат </b> Применяют как антиоксидант, при бесплодии и угрозе выкидышей, при сердечно-сосудистых заболеваниях и в качестве средства для профилактики старения.<br> <br> Замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение.<br>  <hr/> ;f9d3d9e491f8c88595ab810343468282.png;Линия декоративной косметики «Лохербер»
Мягкая тональная крем-пудра (песок пустыни, светлый загар); <p> Эффективная маскирующая жидкая основа для придания лицу равномерного и естественного цвета. </p> <p> Идеально сочетает преимущества пудры и тонального крема. Подобно крему средство легко наносится на кожу и хорошо маскирует ее недостатки. Подобно пудре – придает коже матовость и бархатистость. </p> <p> Выравнивает кожу, не оставляя жирного блеска, не забивая поры и создавая комфортное ощущение. </p> <p> Богатая ирвинолом формула питает и увлажняет кожу, разглаживая мелкие морщинки. Обладает устойчивым действием. Содержит солнцезащитный фильтр с 15-кратным фактором. </p> <p> Оттенки: FT1 – песок пустыни, FT2 – светлый загар. </p> Арт. В 421, В 422, емк. 35 мл   <br><b> Карбамид (мочевина) </b> Используют в качестве консерванта и увлажняющего агента.  <br><b> Токоферола ацетат </b> Применяют как антиоксидант, при бесплодии и угрозе выкидышей, при сердечно-сосудистых заболеваниях и в качестве средства для профилактики старения.<br> <br> Замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение.<br>  <br><b> Масло семян африканского манго (ирвинол) </b> Это косметическое масло обеспечивает длительное глубокое увлажнение, смягчает губы и защищает их от действия УФ-излучения.  <hr/> ;335c7fb43b6d0d707ac9cbf06d2457ec.png;Линия декоративной косметики «Лохербер»
Корректирующий крем-карандаш для лица; <p> Корректирующий крем с ирвинолом, экстрактами листьев зеленого чая и водорослей, витаминами А+С+Е для устранения дефектов кожи и ухода за ней. </p> <p> Превосходно маскирует локальные дефекты кожи: покраснения, пигментные пятна, расширенные поры, неровности, темные круги под глазами. </p> <p> Благодаря нежной кремовой текстуре легко наносится и скрадывает недостатки, придавая коже естественный цвет. Входящие в состав натуральные ингредиенты питают и увлажняют кожу, защищая от агрессивного внешнего воздействия. Подходит даже для чувствительной кожи. </p> <p> Арт. В 440, емк. 4 мл </p>   <br><b> Ламинария </b> Увлажняет, смягчает и питает кожу,&nbsp,улучшает ее метаболизм и упругость.  <br><b> Токоферола ацетат </b> Применяют как антиоксидант, при бесплодии и угрозе выкидышей, при сердечно-сосудистых заболеваниях и в качестве средства для профилактики старения.<br> <br> Замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение.<br>  <br><b> Масло семян африканского манго (ирвинол) </b> Это косметическое масло обеспечивает длительное глубокое увлажнение, смягчает губы и защищает их от действия УФ-излучения.  <br><b> Экстракт листьев зеленого чая </b> Снимает воспаление и покраснение, устраняет излишнюю жирность, помогает коже приобрести здоровый вид.  <hr/> ;ffc3fa0b66ef2edbc4f80dd36e46d5f7.png;Линия декоративной косметики «Лохербер»
Тушь для ресниц экстрачерная; <p> Экстрачерная тушь с эффектом наращивания и удлинения ресниц. Делает их пушистыми и придает объем и красивую форму. </p> <p> Инновационная формула с ухаживающими субстанциями придает вашему взгляду завораживающую и загадочную глубину, одновременно защищая ваши ресницы. Безупречно стойкая, не осыпается и не размазывается. </p> <p> Арт. В 450, емк. 10,5 мл </p>   <br><b> Пчелиный воск </b> Применяется в качестве структурообразующего средства с защитными свойствами.  <br><b> Токоферил ацетат </b> Антиоксидант.<br> <br> Замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение.  <br><b> Воск рисовых отрубей </b> Используется в косметических средствах как заменитель карнаубского воска.  <br><b> Канделильский воск </b> Придает приятный аромат, обладает антисептическими свойствами.  <hr/> ;b4eb986ddf65533a7aaca7af4dbff229.png;Линия декоративной косметики «Лохербер»
Карандаш для глаз (черный, коричневый); <p> Чрезвычайно мягкий карандаш для глаз, очень удобный в применении. Может использоваться для подводки как верхнего, так и нижнего века. Прекрасный способ подчеркнуть красоту ваших глаз и глубину вашего взгляда. </p> <p> Современная формула гарантирует стойкость и предохраняет от смазывания. </p> <p> Оттенки: черный и коричневый. </p> <p> Арт. В 470, В 471, емк. 1,18 г </p>   <br><b> Пчелиный воск </b> Применяется в качестве структурообразующего средства с защитными свойствами.  <br><b> Аскорбил пальмитат </b> Применяется как консервант, антиоксидант, а также как питательный и отбеливающий кожу компонент.<br> <br> Регулятор кислотности.<br> <br> Обладает хорошими смазывающими свойствами.  <br><b> Масло касторовое </b> Обладает сильным питающим и смягчительным действием.&nbsp,Помогает справиться с такими проблемами кожи, как сухость, недостаток увлажнения, шелушение, огрубение, неровность и потеря эластичности кожных покровов.  <br><b> Токоферола ацетат </b> Применяют как антиоксидант, при бесплодии и угрозе выкидышей, при сердечно-сосудистых заболеваниях и в качестве средства для профилактики старения.<br> <br> Замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение.<br>  <br><b> Карнаубский воск </b> Стабилизирует рецептуру косметики.&nbsp,Кроме того, лишен комедогенного действия.  <hr/> ;12f63efae186b9d7f8e7db91a5ad476e.png;Линия декоративной косметики «Лохербер»
Масло «Авокадо»; Оказывает мгновенное восстанавливающее и увлажняющее действие на сухую и шелушащуюся кожу, истонченные, слоящиеся ногти и слабые секущиеся волосы.<br> <br> Обеспечивает повседневную УФ-защиту.<br> <br> Можно использовать как в чистом виде, так и в сочетании с эфирными маслами лимона, лаванды, пачули и эвкалипта, а также для обогащения косметических средств.<br> <br> Арт. Е 110, емк. 50 мл  См. Применение масел.  <br><b> Масло авокадо </b> Показано при увядающей коже.  <hr/> ;91f15ad2269bea5e11ed756e691bff0c.png;Линия «Мир ароматов»
Масло «Апельсин бразильский»; Прекрасный антидепрессант с выраженным антисептическим, спазмолитическим и тонизирующим действием.<br> <br> Снимает стресс и чувство беспокойства, нормализует сон, повышает настроение и жизненный тонус, восстанавливает силы.<br> <br> Обладает отбеливающими свойствами.<br> <br> Арт. 113, емк. 10 мл  См. Применение масел.  <br><b> Масло апельсина сладкого </b> Обладает антидепресивным и успокаивающим действием.  <hr/> ;3c06b50f471c89e15b1989adf02d5f8f.png;Линия «Мир ароматов»
Масло «Базилик сладкий французский»; Мощный антисептик и антиоксидант, обладающий высокой антибактериальной активностью, отхаркивающими, потогонными и спазмолитическими свойствами.Повышает защитные силы организма.Нормализует эмоциональное состояние, стимулирует мозговую деятельность – идеальное масло для зрелых людей. Противопоказания: эпилепсия, беременность и лактация, повышенная свертываемость крови.Арт. Е 100, емк. 10 мл  См. Применение масел.  <br><b> Эфирное масло «Базилик сладкий» </b> Применяется при простудах, гриппе, снижает температуру, уменьшает выделение слизи из носовых пазух, устраняет бессонницу и нервные напряжения.  <hr/> ;24a8e185d3b8879b3bfaa15a2de2aa7b.png;Линия «Мир ароматов»
Масло «Гвоздичное»; Оказывает сильное общеукрепляющее действие. Снимает напряжение и спазмы, обладает широким спектром антибактериальной и противовирусной защиты. В сочетании с выраженным обезболивающим эффектом, успешно применяется в стоматологии.<br> Стимулирует мозговую деятельность и поднимает настроение.<br> <br> Противопоказания: индивидуальная непереносимость. Меры предосторожности: сильнодействующее масло, следует пользоваться с осторожностью. Не использовать без консультации с арома-терапевтом! <br> <br> Не лучший выбор для ароматического массажа, поскольку высока вероятность раздражения кожи.<br> <br> Арт. Е 124, емк. 10 мл  См. Применение масел.  <br><b> Эфирное масло гвоздики </b> Показания к применению: депрессии, вялость, апатия, диспепсии (понос, тошнота, рвота), спастические боли ЖКТ, запоры, метеоризм, глистные инвазии, утоление зубной боли, а также при боли в суставах при ревматизме, подагре, головной боли, туберкулез, бронхиальная астма, хронические бронхиты, санация воздуха в помещениях, импотенция и фригидность, сниженная активность иммунной системы, репелентное действие совместно с апельсином и лимоном, заживление кожи при красной волчанке, облегчает течение родов  <hr/> ;55113365db8132a1987dbf5ee4d9c0e4.png;Линия «Мир ароматов»
Масло «Герань египетская»; Благотворно влияет на психоэмоциональную сферу: устраняет беспокойство, одновременно поднимая настроение и повышая работоспособность.<br> <br> Обладает ярко выраженными обезболивающими свойствами.<br> <br> В быту спасает от вредных насекомых.<br> <br> Хорошо сочетается с маслом чайного дерева и базилика.<br> <br> Арт. Е 102, емк. 10 мл  См. Применение масел.  <br><b> Эфирное масло герани </b> Благоприятно действует на проблемную кожу.Масло герани уничтожает вирусы и препятствует окислению клеток, замедляя старение, снижает свёртываемость крови, предупреждая тромбообразование, но обладает и кровоостанавливающими свойствами, эффективно залечивая свежие раны, оказывает вяжущее действие.  <hr/> ;86babdcc3f84b72c7cf6cc5f0e917c48.png;Линия «Мир ароматов»
Масло «Жасмин египетский 10%»; Оказывает положительное воздействие на работу головного мозга и нервной системы, устраняя депрессию, чувство страха и придавая уверенность в себе и оптимизм.<br> <br> Устраняет застои в бронхолегочной системе.<br> <br> Натуральный афродизиак, усиливающий либидо и чувственность, дарящий чувство раскрепощения и взаимопонимания.<br> <br> Арт. Е 108, емк. 10 мл  См. Применение масел.  <br><b> Масло жожоба </b> Применяется при обезвоженной, утомленной, дряблой коже, морщинах, снижению упругости, акне, тусклом, неровном цвете лица, чувствительной, склонная к раздражению коже, для приема солнечных ванн, ухода за сухими, ломкими волосами, а также при экземе, псориазе, дерматитах, нейродермите и для ухода за кожей младенцев.  <br><b> Эфирное масло жасмина </b> Показания к применению:<br> • сниженная умственная и физическая работоспособность<br> • импотенция и фригидность<br> • хронические воспалительные заболевания<br> • профилактика опухолевых заболеваний<br> • малые радиационные поражения<br> • экзема, дерматиты<br> • гипотиреоз и гипертиреоз<br> • сахарный диабет<br> • ОРЗ, грипп, охриплость голоса<br> • депрессия и бессонница<br> • дисменорея (болезненные менструации), ПМС, дисфункция яичников<br> • сухая, чувствительная, раздраженная кожа  <hr/> ;bb92ddb1a51eb98d399f699f4c51ce39.png;Линия «Мир ароматов»
Масло «Жожоба»; «Жидкий воск», богатый аминокислотами и протеинами, а также обилием витамина Е, обладает выраженными противовоспалительными, антиоксидантными и регенерирующими свойствами.<br> <br> Замечательно сочетается с маслом авокадо (1:1) или эфирными маслами апельсина, лаванды, мелиссы лимонной и мяты перечной.<br> <br> Арт. Е 109, емк. 50 мл  См. Применение масел.  <br><b> Масло жожоба </b> Применяется при обезвоженной, утомленной, дряблой коже, морщинах, снижению упругости, акне, тусклом, неровном цвете лица, чувствительной, склонная к раздражению коже, для приема солнечных ванн, ухода за сухими, ломкими волосами, а также при экземе, псориазе, дерматитах, нейродермите и для ухода за кожей младенцев.  <hr/> ;ef11ec001e9f579bfec766cb1e75e106.png;Линия «Мир ароматов»
Масло «Иланг-иланг экстра коморский»; Уникальное масло-афродизиак, снимает эмоциональное напряжение, раскрепощает, придает уверенность в собственных силах, стимулирует творческий потенциал, повышает эротическое влечение.<br> <br> Проникая в глубокие слои кожи, стимулирует ее регенерацию. <br> <br> Издавна используется для укрепления и полировки ногтей. <br> <br> Аромалампа с иланг-илангом избавит ваш дом от ссор и конфликтов.<br> <br> Противопоказания: частое использование масла при низком давлении (может вызвать тошноту и головную боль).<br> <br> Арт. Е 107, емк. 10 мл  См. Применение масел.  <br><b> Эфирное масло иланг-иланг </b> Помогает успокоить кожу и снять раздражение.  <hr/> ;b3b2498d1a68aa6e451e1e4c5754d471.png;Линия «Мир ароматов»
Масло «Лаванда французская»; Универсальное масло, обладающее сильным антисептическим, успокаивающим и регенерирующим действием.<br> <br> Заживляет повреждения и снимает кожные раздражения. <br> <br> Нормализует функцию нервной системы.<br> <br> Помогает при бессоннице, упадке сил, переутомлении.<br> <br> Арт. Е 112, емк. 10 мл  См. Применение масел.  <br><b> Эфирное масло лаванды </b> Обладает бактерицидными, антисептическими свойствами.  <hr/> ;99b57ac05f959ec840d23353abbd687b.png;Линия «Мир ароматов»
Масло «Ладан индийский»; <p> Оказывает противовоспалительное, ранозаживляющее, антимикробное и обезболивающее действие. Восстанавливает ткани и оптимизирует работу многих органов, включая дыхательную систему и железы внутренней секреции. </p> <p> Прекрасно подтягивает кожу и сужает поры, улучшает цвет лица и тонизирует. </p> <p> Способствует снятию физического и нервного напряжения и достижению умиротворения. </p> <p> Арт. Е 128, емк. 10 мл </p>  См. Применение масел.  <br><b> Эфирное масло ладана </b> Показания к применению: депрессии, ,неврозы, бронхиальная астма, бронхиты, фарингиты, инфекции мочевых путей, инфицированные раны, ожоги, пожилой возраст, стареющая кожа, возрастные морщины.<br> <br>  <hr/> ;cd0bd88515b31798b84502a056f139d0.png;Линия «Мир ароматов»
Масло «Лимон»; Благодаря своим уникальным свойствам является наиболее популярным маслом.<br> <br> Противовирусная и антибактериальная активность помогают справляться с респираторными и вирусными заболеваниями. <br> <br> Тонизирует систему кровообращения, усиливая кровоток. <br> <br> Устраняет сосудистый рисунок, смягчает, отбеливает и омолаживает кожу. <br> <br> Нормализует психоэмоциональное состояние. <br> <br> Дезодорирует воздух в помещении. <br> <br> Противопоказания: химиотерапия, прямые солнечные лучи. <br> <br> Арт. Е 115, емк. 10 мл  См. Применение масел.  <br><b> Эфирное масло лимона </b> Отбеливает пигментные пятна, ликвидирует сосудистый рисунок.  <hr/> ;6926a4707d965b4132796ef94947bae4.png;Линия «Мир ароматов»
Масло «Мелисса лимонная»; Натуральный антидепрессант, имеющий также спазмолитические, противовирусные и успокаивающие свойства.<br> <br> Регулирует обмен веществ, способствует нормализации работы ЖКТ.<br> <br> Посылает сигнал тревоги насекомым, поэтому в летний период советуем нанести на ошейник вашего домашнего питомца для отпугивания блох и клещей.<br> <br> Арт. Е 103, емк. 10 мл  См. Применение масел.  <br><b> Эфирное масло «Мелисса лимонная» </b> Применяют при заболеваниях нервной системы, невралгиях, бессоннице, мигрени, функциональных расстройствах ЖКТ, сердечно-сосудистых заболеваниях, гипертонической болезни, для усиления лактации.  <hr/> ;26625aa1de0789581c73bad62ce1bf07.png;Линия «Мир ароматов»
Масло «Можжевеловые ягоды»; Оказывает мощное тонизирующее, антисептическое и противовоспалительное действие.<br> <br> Регулирует обмен веществ, укрепляет иммунитет, способствует детоксикации организма.<br> <br> Помогает сохранить трезвость ума и укрепить нервную систему. <br> <br> Благоприятно действует на кожу, дезинфицируя ее. <br> <br> Прекрасно в композиции с маслами мелиссы лимонной, лимона и розмарина.<br> <br> Противопоказания: Острое воспаление почек, тяжелая степень гипертонии, беременность, детям до 12 лет.<br> <br> Арт. Е 106, емк. 10 мл  См. Применение масел.  <br><b> Эфирное масло можжевельника </b> Хронический бронхит, туберкулез легких,&nbsp,подагра, суставной ревматизм, артриты, люмбаго, невралгии, радикулиты,&nbsp,грипп, ОРЗ, аденовирусная инфекция, простатит, цистит, гепатит, холецистит, аллергия, аллергические дерматозы – псориаз, мокнущая экзема, бессонница, травмы головного и спинного мозга, хроническая интоксикация вредными химическими веществами, малые радиационные воздействия.  <hr/> ;a6caa467759f95f4bb39f24ec382a645.png;Линия «Мир ароматов»
Масло «Мята перечная»; Превосходно бодрит, стимулирует сознание и повышает концентрацию внимания.Охлаждающие свойства обусловили местное анестезирующее действие при мигренях, мышечных и зубных болях. Уменьшает головокружения, тошноту, способствует снятию спазмов.Запах масла снижает аппетит. Прекрасный репеллент. Предостережение: не применять с гомеопатическим лечением, детям до 6 лет и беременным женщинам! При бронхиальной астме применять с осторожностью.Арт. Е 120, емк. 10 мл  См. Применение масел.  <br><b> Эфирное масло мяты </b> Эффективно при головокружении, успокаивает головную боль, улучшает мозговое и коронарное кровообращение.  <hr/> ;68ce4184f1c90e6de9f15b21cb11aa1e.png;Линия «Мир ароматов»
Масло «Нероли»; <p>Гармонизирует внутреннею энергию – прекрасно успокаивает, снимает стресс, уменьшает депрессии, страхи. Эффективный спазмолитик и антисептик. Успокаивает кожные раздражения, устраняет купероз.</p> <p>Способствует нормализации сна. Является сильным сексуальным стимулятором. Сочетается с маслами апельсина, жасмина, иланг-иланга и розы.</p> <p>Меры предосторожности: релаксирующее средство – применять с осторожностью, когда требуются сосредоточенность и скорость реакции.</p> <p>Арт. Е 125, емк. 10 мл</p>  См. Применение масел.  <br><b> Масло жожоба </b> Применяется при обезвоженной, утомленной, дряблой коже, морщинах, снижению упругости, акне, тусклом, неровном цвете лица, чувствительной, склонная к раздражению коже, для приема солнечных ванн, ухода за сухими, ломкими волосами, а также при экземе, псориазе, дерматитах, нейродермите и для ухода за кожей младенцев.  <br><b> Эфирное масло нероли </b> Показания к применению: депрессии, истерия, страх, стресс, неврозы, бессонница, нервное напряжение, импотенция,&nbsp,ИБС: стенокардия, аритмия, мигрень, артериальная гипертония и гипотония, проявления предменструального синдрома и климакса, уход за сухой, чувствительной, зрелой кожей и профилактика старения кожи.  <hr/> ;41e65964f10717c37611d2c6b956b52b.png;Линия «Мир ароматов»
